run,messages,batch_size,plugin_config,name,avg_byte_throughput,max_arena_size,max_in_use_size,max_mmap_size,close_time
4,large,small,sqlite_default,run=4;messages=large;batch_size=small;plugin_config=sqlite_default,824571923.7718922,1134592,2167136,0,0.000139391
4,large,small,sqlite_resilient,run=4;messages=large;batch_size=small;plugin_config=sqlite_resilient,337460175.0690454,1134592,2161520,0,0.002398812
4,large,default,mcap_default,run=4;messages=large;batch_size=default;plugin_config=mcap_default,114506339.60904188,999424,1101888,2367488,0.000708634
4,large,default,mcap_uncompressed,run=4;messages=large;batch_size=default;plugin_config=mcap_uncompressed,112423680.36452648,1003520,1102752,0,0.000579183
4,large,default,mcap_nocrc,run=4;messages=large;batch_size=default;plugin_config=mcap_nocrc,1218537434.1990674,999424,1103216,0,0.000592836
4,large,default,mcap_nochunking,run=4;messages=large;batch_size=default;plugin_config=mcap_nochunking,1581026632.2249484,0,28784,0,0.000297846
4,large,default,sqlite_default,run=4;messages=large;batch_size=default;plugin_config=sqlite_default,820404911.8698301,1134592,2167136,0,0.0001775
4,large,default,sqlite_resilient,run=4;messages=large;batch_size=default;plugin_config=sqlite_resilient,101555123.72110856,1134592,2161488,0,0.002822462
4,medium,small,mcap_default,run=4;messages=medium;batch_size=small;plugin_config=mcap_default,118023204.78039068,0,150160,3727360,0.000911377
4,medium,small,mcap_uncompressed,run=4;messages=medium;batch_size=small;plugin_config=mcap_uncompressed,117621879.32169092,606208,351264,1286144,0.001006936
4,medium,small,mcap_nocrc,run=4;messages=medium;batch_size=small;plugin_config=mcap_nocrc,2731122486.5667095,610304,351744,1286144,0.000959369
4,medium,small,mcap_nochunking,run=4;messages=medium;batch_size=small;plugin_config=mcap_nochunking,1166384673.065713,0,28720,0,0.000296221
4,medium,small,sqlite_default,run=4;messages=medium;batch_size=small;plugin_config=sqlite_default,202509941.57522607,2162688,2166928,0,0.000302006
4,medium,small,sqlite_resilient,run=4;messages=medium;batch_size=small;plugin_config=sqlite_resilient,141834423.34473532,2031616,2161584,0,0.009377914
4,medium,default,mcap_default,run=4;messages=medium;batch_size=default;plugin_config=mcap_default,115855962.71122235,159744,148112,3727360,0.000928617
4,medium,default,mcap_uncompressed,run=4;messages=medium;batch_size=default;plugin_config=mcap_uncompressed,110653159.85699743,274432,149120,1286144,0.000985621
4,medium,default,mcap_nocrc,run=4;messages=medium;batch_size=default;plugin_config=mcap_nocrc,1061104842.9261361,409600,149712,1286144,0.00096656
4,medium,default,mcap_nochunking,run=4;messages=medium;batch_size=default;plugin_config=mcap_nochunking,1126478496.4732544,0,28848,0,0.000289859
4,medium,default,sqlite_default,run=4;messages=medium;batch_size=default;plugin_config=sqlite_default,685156475.6880127,2207744,2167520,0,0.000247082
4,medium,default,sqlite_resilient,run=4;messages=medium;batch_size=default;plugin_config=sqlite_resilient,110676989.47853477,2220032,2161648,0,0.002305373
4,small,small,mcap_default,run=4;messages=small;batch_size=small;plugin_config=mcap_default,27832841.47145544,5586944,4015008,0,0.001172482
4,small,small,mcap_uncompressed,run=4;messages=small;batch_size=small;plugin_config=mcap_uncompressed,27767543.824228402,2158592,1367664,0,0.001268878
4,small,small,mcap_nocrc,run=4;messages=small;batch_size=small;plugin_config=mcap_nocrc,40046895.22948613,2162688,1368048,0,0.001368702
4,small,small,mcap_nochunking,run=4;messages=small;batch_size=small;plugin_config=mcap_nochunking,174806635.99922907,0,29168,0,0.000338256
4,small,small,sqlite_default,run=4;messages=small;batch_size=small;plugin_config=sqlite_default,17285848.52803647,2199552,2166704,0,0.000178418
4,small,small,sqlite_resilient,run=4;messages=small;batch_size=small;plugin_config=sqlite_resilient,17869078.370080516,2187264,2161200,0,0.010824952
4,small,default,mcap_default,run=4;messages=small;batch_size=default;plugin_config=mcap_default,27241091.381485257,5566464,4012704,0,0.001162738
4,small,default,mcap_uncompressed,run=4;messages=small;batch_size=default;plugin_config=mcap_uncompressed,26337059.586482253,2162688,1365312,0,0.001229589
4,small,default,mcap_nocrc,run=4;messages=small;batch_size=default;plugin_config=mcap_nocrc,37277899.64241086,2162688,1365552,0,0.001219039
4,small,default,mcap_nochunking,run=4;messages=small;batch_size=default;plugin_config=mcap_nochunking,175594854.12749043,0,29168,0,0.000259982
4,small,default,sqlite_default,run=4;messages=small;batch_size=default;plugin_config=sqlite_default,42735729.1443692,2191360,2166704,0,0.000149344
4,small,default,sqlite_resilient,run=4;messages=small;batch_size=default;plugin_config=sqlite_resilient,31390031.420608554,2207744,2161200,0,0.005556211
4,mixed,small,mcap_default,run=4;messages=mixed;batch_size=small;plugin_config=mcap_default,42154668.688473746,9547776,5094048,0,0.001321777
4,mixed,small,mcap_uncompressed,run=4;messages=mixed;batch_size=small;plugin_config=mcap_uncompressed,42142919.94202485,5283840,1951712,0,0.001518547
4,mixed,small,mcap_nocrc,run=4;messages=mixed;batch_size=small;plugin_config=mcap_nocrc,210830457.3529456,5283840,1952384,0,0.001377822
4,mixed,small,mcap_nochunking,run=4;messages=mixed;batch_size=small;plugin_config=mcap_nochunking,318048496.0452806,0,29424,0,0.000280589
4,mixed,small,sqlite_default,run=4;messages=mixed;batch_size=small;plugin_config=sqlite_default,49981076.23272655,3276800,2167216,0,0.000217705
4,mixed,small,sqlite_resilient,run=4;messages=mixed;batch_size=small;plugin_config=sqlite_resilient,42456448.00297906,3276800,2161152,0,0.00608259
4,mixed,default,mcap_default,run=4;messages=mixed;batch_size=default;plugin_config=mcap_default,84639815.6752462,9543680,5062000,0,0.001261939
4,mixed,default,mcap_uncompressed,run=4;messages=mixed;batch_size=default;plugin_config=mcap_uncompressed,82893381.32229412,5251072,1919552,0,0.001363233
4,mixed,default,mcap_nocrc,run=4;messages=mixed;batch_size=default;plugin_config=mcap_nocrc,295333842.42686313,5255168,1920272,0,0.001454526
4,mixed,default,mcap_nochunking,run=4;messages=mixed;batch_size=default;plugin_config=mcap_nochunking,828581479.7421875,0,29664,0,0.000282346
4,mixed,default,sqlite_default,run=4;messages=mixed;batch_size=default;plugin_config=sqlite_default,287019429.02801234,3227648,2167472,0,0.000137202
4,mixed,default,sqlite_resilient,run=4;messages=mixed;batch_size=default;plugin_config=sqlite_resilient,89555948.57744187,3227648,2161488,0,0.005279128
